id,order_id,tenant,flow,sender,hub,dispatch_pool,vehicle_type,start_time,end_time,title,route_description,tags,overview,content,type,start,end,service_fee,start_task_validation,end_task_validation,status_group
37,5521,824,29,IA,Mi,1,Mi,2024-11-03 17:16:15,2024-11-03 17:16:15,Y,lD,qPpl1K,7y7ik,bNJkZqEF,Y,Mi,qPpl1K,6664.67,43M,w1O,3
38,2168,849,2,gb,bbUXgNZUww61U,38,MFsm6Vm,2020-12-24 15:15:20,2020-11-03 02:42:19,lB8,UTQw,ZaE,eT0Fp,ArRe5Xa6D14i,gR,l2UaMcXO5,VGQfbm3x4yjfAr,0.01,FbSTeIQEWzpZ,tqIqF,8
39,2168,849,2,gb,bbUXgNZUww61U,38,MFsm6Vm,2020-12-24 15:15:20,2020-11-03 02:42:19,lB8,UTQw,ZaE,eT0Fp,ArRe5Xa6D14i,gR,gR,VGQfbm3x4yjfAr,0.01,FbSTeIQEWzpZ,tqIqF,8
40,2168,849,2,gb,bbUXgNZUww61U,38,MFsm6Vm,2020-12-24 15:15:20,2020-11-03 02:42:19,lB8,UTQw,ZaE,eT0Fp,ArRe5Xa6D14i,gR,gR,MFsm6Vm,0.01,FbSTeIQEWzpZ,tqIqF,8
41,2168,849,2,gb,bbUXgNZUww61U,38,MFsm6Vm,2020-12-24 15:15:20,2020-12-24 15:15:20,lB8,UTQw,ZaE,eT0Fp,ArRe5Xa6D14i,gR,gR,MFsm6Vm,0.01,FbSTeIQEWzpZ,tqIqF,8
42,2168,849,2,gb,bbUXgNZUww61U,38,gb,2020-12-24 15:15:20,2020-12-24 15:15:20,lB8,UTQw,ZaE,eT0Fp,ArRe5Xa6D14i,gR,gR,MFsm6Vm,0.01,FbSTeIQEWzpZ,tqIqF,8
43,4109,754,2,upjPB,O8p8f,42,uzM7NXqt,2020-04-18 23:40:45,2024-05-12 22:22:04,v8Y,mQy,RWY1SlgCK,SZg,82k,oe,Rbri0QJRgv,H,0.01,pz,SekG07Rtn4FMb3rMX1,8
44,4109,754,2,upjPB,v8Y,42,uzM7NXqt,2020-04-18 23:40:45,2024-05-12 22:22:04,v8Y,mQy,RWY1SlgCK,SZg,82k,oe,Rbri0QJRgv,H,0.01,pz,SekG07Rtn4FMb3rMX1,8
45,4109,754,8,upjPB,v8Y,42,uzM7NXqt,2020-04-18 23:40:45,2024-05-12 22:22:04,v8Y,mQy,RWY1SlgCK,SZg,82k,oe,Rbri0QJRgv,H,0.01,pz,SekG07Rtn4FMb3rMX1,8
46,4109,754,8,upjPB,v8Y,42,uzM7NXqt,2024-05-12 22:22:04,2024-05-12 22:22:04,v8Y,mQy,RWY1SlgCK,SZg,82k,oe,Rbri0QJRgv,H,0.01,pz,SekG07Rtn4FMb3rMX1,8
47,4109,754,8,upjPB,v8Y,42,uzM7NXqt,2024-05-12 22:22:04,2024-05-12 22:22:04,v8Y,RWY1SlgCK,RWY1SlgCK,SZg,82k,oe,Rbri0QJRgv,H,0.01,pz,SekG07Rtn4FMb3rMX1,8
48,4109,754,8,RWY1SlgCK,v8Y,42,uzM7NXqt,2024-05-12 22:22:04,2024-05-12 22:22:04,v8Y,RWY1SlgCK,RWY1SlgCK,SZg,82k,oe,Rbri0QJRgv,H,0.01,pz,SekG07Rtn4FMb3rMX1,8
49,280,801,61,tmCxFeuFJ,eJEIzRTW,69,5ypTUY,2024-01-16 14:16:26,2021-01-02 16:36:11,FBSlDcExcSZ3g4nq6g,JVd,6m,myVn8N,2VmFjm,gLV12,3Z03RB,JFe4q,2.00,vCzt,yCv,9
50,280,801,61,tmCxFeuFJ,FBSlDcExcSZ3g4nq6g,69,5ypTUY,2024-01-16 14:16:26,2021-01-02 16:36:11,FBSlDcExcSZ3g4nq6g,JVd,6m,myVn8N,2VmFjm,gLV12,3Z03RB,JFe4q,2.00,vCzt,yCv,9
51,280,801,61,tmCxFeuFJ,FBSlDcExcSZ3g4nq6g,69,5ypTUY,2024-01-16 14:16:26,2021-01-02 16:36:11,FBSlDcExcSZ3g4nq6g,JVd,6m,myVn8N,FBSlDcExcSZ3g4nq6g,gLV12,3Z03RB,JFe4q,2.00,vCzt,yCv,9
52,280,801,61,tmCxFeuFJ,FBSlDcExcSZ3g4nq6g,69,5ypTUY,2021-01-02 16:36:11,2021-01-02 16:36:11,FBSlDcExcSZ3g4nq6g,JVd,6m,myVn8N,FBSlDcExcSZ3g4nq6g,gLV12,3Z03RB,JFe4q,2.00,vCzt,yCv,9
53,280,801,61,tmCxFeuFJ,FBSlDcExcSZ3g4nq6g,61,5ypTUY,2021-01-02 16:36:11,2021-01-02 16:36:11,FBSlDcExcSZ3g4nq6g,JVd,6m,myVn8N,FBSlDcExcSZ3g4nq6g,gLV12,3Z03RB,JFe4q,2.00,vCzt,yCv,9
54,280,801,61,tmCxFeuFJ,FBSlDcExcSZ3g4nq6g,61,5ypTUY,2021-01-02 16:36:11,2021-01-02 16:36:11,FBSlDcExcSZ3g4nq6g,JVd,6m,myVn8N,FBSlDcExcSZ3g4nq6g,FBSlDcExcSZ3g4nq6g,3Z03RB,JFe4q,2.00,vCzt,yCv,9
55,8788,928,56,seIzpLpstC,4h,46,tMHBw1,2021-05-23 02:57:15,2023-06-03 19:03:13,mWg,9MY32jv,v,syTajhfixJ5gtKFCU,TSWyKwh6QdWbJ9ZC,b,8M5fatiR,Q,0.01,Y4,M,8
56,8788,928,56,seIzpLpstC,4h,46,tMHBw1,2023-06-03 19:03:13,2023-06-03 19:03:13,mWg,9MY32jv,v,syTajhfixJ5gtKFCU,TSWyKwh6QdWbJ9ZC,b,8M5fatiR,Q,0.01,Y4,M,8
57,8788,928,56,seIzpLpstC,4h,46,tMHBw1,2023-06-03 19:03:13,2023-06-03 19:03:13,mWg,9MY32jv,v,v,TSWyKwh6QdWbJ9ZC,b,8M5fatiR,Q,0.01,Y4,M,8
58,8788,928,56,seIzpLpstC,4h,46,Y4,2023-06-03 19:03:13,2023-06-03 19:03:13,mWg,9MY32jv,v,v,TSWyKwh6QdWbJ9ZC,b,8M5fatiR,Q,0.01,Y4,M,8
59,8788,928,56,seIzpLpstC,4h,46,Y4,2023-06-03 19:03:13,2023-06-03 19:03:13,mWg,9MY32jv,v,v,4h,b,8M5fatiR,Q,0.01,Y4,M,8
60,8788,928,56,seIzpLpstC,4h,46,Y4,2023-06-03 19:03:13,2023-06-03 19:03:13,mWg,9MY32jv,Y4,v,4h,b,8M5fatiR,Q,0.01,Y4,M,8
61,8164,270,61,YGORrEwMn,MR88x,78,t2I4yLLWOSsJg,2022-01-07 10:48:54,2021-07-05 04:10:10,MtbDntk,IlItkml2c09ZJoSNPIPbx,Lk9PMI,x75BxyM,HoNo,g,87hYDgbLMd55Wu9Eyv5WvNs4erG6IOoXojJYj,13Y3LoegU,1.00,zngj3,lgP0M,4
62,8164,270,61,YGORrEwMn,MR88x,78,t2I4yLLWOSsJg,2022-01-07 10:48:54,2022-01-07 10:48:54,MtbDntk,IlItkml2c09ZJoSNPIPbx,Lk9PMI,x75BxyM,HoNo,g,87hYDgbLMd55Wu9Eyv5WvNs4erG6IOoXojJYj,13Y3LoegU,1.00,zngj3,lgP0M,4
63,8164,270,61,YGORrEwMn,MR88x,78,t2I4yLLWOSsJg,2022-01-07 10:48:54,2022-01-07 10:48:54,MtbDntk,IlItkml2c09ZJoSNPIPbx,Lk9PMI,x75BxyM,HoNo,MtbDntk,87hYDgbLMd55Wu9Eyv5WvNs4erG6IOoXojJYj,13Y3LoegU,1.00,zngj3,lgP0M,4
64,270,270,61,YGORrEwMn,MR88x,78,t2I4yLLWOSsJg,2022-01-07 10:48:54,2022-01-07 10:48:54,MtbDntk,IlItkml2c09ZJoSNPIPbx,Lk9PMI,x75BxyM,HoNo,MtbDntk,87hYDgbLMd55Wu9Eyv5WvNs4erG6IOoXojJYj,13Y3LoegU,1.00,zngj3,lgP0M,4
65,1838,838,29,zPyzB85wM6oS,5RcqxKaE,42,CaC,2022-09-11 05:17:32,2023-02-05 00:28:01,3j0,kGrpt,08IRzxYU9ksJg8,7V4,cNm6Qh,G5dgIZ0gl,Gyuv9P2,SBlADKwAGcrc,2.00,RgzI,U,5
66,1838,838,29,zPyzB85wM6oS,5RcqxKaE,42,CaC,2023-02-05 00:28:01,2023-02-05 00:28:01,3j0,kGrpt,08IRzxYU9ksJg8,7V4,cNm6Qh,G5dgIZ0gl,Gyuv9P2,SBlADKwAGcrc,2.00,RgzI,U,5
67,1838,838,42,zPyzB85wM6oS,5RcqxKaE,42,CaC,2023-02-05 00:28:01,2023-02-05 00:28:01,3j0,kGrpt,08IRzxYU9ksJg8,7V4,cNm6Qh,G5dgIZ0gl,Gyuv9P2,SBlADKwAGcrc,2.00,RgzI,U,5
68,1838,838,42,zPyzB85wM6oS,5RcqxKaE,42,CaC,2023-02-05 00:28:01,2023-02-05 00:28:01,3j0,kGrpt,cNm6Qh,7V4,cNm6Qh,G5dgIZ0gl,Gyuv9P2,SBlADKwAGcrc,2.00,RgzI,U,5
69,1838,838,42,zPyzB85wM6oS,5RcqxKaE,42,CaC,2023-02-05 00:28:01,2023-02-05 00:28:01,3j0,kGrpt,cNm6Qh,7V4,cNm6Qh,G5dgIZ0gl,Gyuv9P2,CaC,2.00,RgzI,U,5
70,1838,838,42,zPyzB85wM6oS,5RcqxKaE,42,7V4,2023-02-05 00:28:01,2023-02-05 00:28:01,3j0,kGrpt,cNm6Qh,7V4,cNm6Qh,G5dgIZ0gl,Gyuv9P2,CaC,2.00,RgzI,U,5
71,1838,838,42,zPyzB85wM6oS,5RcqxKaE,42,7V4,2023-02-05 00:28:01,2023-02-05 00:28:01,3j0,kGrpt,cNm6Qh,7V4,cNm6Qh,G5dgIZ0gl,Gyuv9P2,G5dgIZ0gl,2.00,RgzI,U,5
72,4284,617,100,eV,Gbef1,45,BWY3,2021-07-01 04:54:13,2024-10-14 04:00:42,y,cJUxL,e2,J,aE,I52D8Xl2F,wBbN,72sv,0.01,U9F,BlUp7RX,10
73,4284,617,100,eV,Gbef1,45,BWY3,2021-07-01 04:54:13,2021-07-01 04:54:13,y,cJUxL,e2,J,aE,I52D8Xl2F,wBbN,72sv,0.01,U9F,BlUp7RX,10
74,4284,617,100,eV,Gbef1,45,BWY3,2021-07-01 04:54:13,2021-07-01 04:54:13,y,cJUxL,e2,J,aE,I52D8Xl2F,wBbN,72sv,0.01,U9F,72sv,10
75,497,870,60,Co0A1,v,78,E1,2024-04-03 11:59:25,2022-08-09 10:46:03,bx,NwZ8,YNRE,BQR,elo,F7yCgrx9Jy,T7VQ8A8Ui,3X5i,0.01,oZ,mn4L,7
76,497,870,60,Co0A1,v,78,E1,2022-08-09 10:46:03,2022-08-09 10:46:03,bx,NwZ8,YNRE,BQR,elo,F7yCgrx9Jy,T7VQ8A8Ui,3X5i,0.01,oZ,mn4L,7
77,497,870,60,Co0A1,v,7,E1,2022-08-09 10:46:03,2022-08-09 10:46:03,bx,NwZ8,YNRE,BQR,elo,F7yCgrx9Jy,T7VQ8A8Ui,3X5i,0.01,oZ,mn4L,7
78,497,870,60,Co0A1,v,7,E1,2022-08-09 10:46:03,2022-08-09 10:46:03,bx,NwZ8,YNRE,BQR,elo,F7yCgrx9Jy,T7VQ8A8Ui,T7VQ8A8Ui,0.01,oZ,mn4L,7
79,497,870,7,Co0A1,v,7,E1,2022-08-09 10:46:03,2022-08-09 10:46:03,bx,NwZ8,YNRE,BQR,elo,F7yCgrx9Jy,T7VQ8A8Ui,T7VQ8A8Ui,0.01,oZ,mn4L,7
80,1439,209,30,d,MlaWpCAj,41,GM,2022-06-19 14:13:47,2021-03-04 04:54:54,XQ,zz,GKvYTvBmxIXH7XW,Jo1e3ng4v,DgTI,fmQLVxgkoLNjq,1LKI4BNQp,qt,1.01,k4,rX99iwzG1oYboi6plfPpQbV,9
81,1439,209,41,d,MlaWpCAj,41,GM,2022-06-19 14:13:47,2021-03-04 04:54:54,XQ,zz,GKvYTvBmxIXH7XW,Jo1e3ng4v,DgTI,fmQLVxgkoLNjq,1LKI4BNQp,qt,1.01,k4,rX99iwzG1oYboi6plfPpQbV,9
82,1439,209,41,d,MlaWpCAj,41,GM,2022-06-19 14:13:47,2021-03-04 04:54:54,XQ,zz,GKvYTvBmxIXH7XW,Jo1e3ng4v,DgTI,fmQLVxgkoLNjq,1LKI4BNQp,qt,1.01,qt,rX99iwzG1oYboi6plfPpQbV,9
83,1439,209,41,d,MlaWpCAj,41,DgTI,2022-06-19 14:13:47,2021-03-04 04:54:54,XQ,zz,GKvYTvBmxIXH7XW,Jo1e3ng4v,DgTI,fmQLVxgkoLNjq,1LKI4BNQp,qt,1.01,qt,rX99iwzG1oYboi6plfPpQbV,9
84,1439,209,41,Jo1e3ng4v,MlaWpCAj,41,DgTI,2022-06-19 14:13:47,2021-03-04 04:54:54,XQ,zz,GKvYTvBmxIXH7XW,Jo1e3ng4v,DgTI,fmQLVxgkoLNjq,1LKI4BNQp,qt,1.01,qt,rX99iwzG1oYboi6plfPpQbV,9
85,1439,209,41,zz,MlaWpCAj,41,DgTI,2022-06-19 14:13:47,2021-03-04 04:54:54,XQ,zz,GKvYTvBmxIXH7XW,Jo1e3ng4v,DgTI,fmQLVxgkoLNjq,1LKI4BNQp,qt,1.01,qt,rX99iwzG1oYboi6plfPpQbV,9
86,1439,209,41,zz,MlaWpCAj,41,DgTI,2022-06-19 14:13:47,2022-06-19 14:13:47,XQ,zz,GKvYTvBmxIXH7XW,Jo1e3ng4v,DgTI,fmQLVxgkoLNjq,1LKI4BNQp,qt,1.01,qt,rX99iwzG1oYboi6plfPpQbV,9
87,4581,682,19,EpkF2XJ,Gm,60,CgAyb,2020-07-18 08:56:16,2020-12-16 04:27:20,D,fw5H,lHXOH,R,XaYv0,Ilh,rLwKyU3Um4,sWYm1R,1.50,drDrrQ,UY,9
88,682,682,19,EpkF2XJ,Gm,60,CgAyb,2020-07-18 08:56:16,2020-12-16 04:27:20,D,fw5H,lHXOH,R,XaYv0,Ilh,rLwKyU3Um4,sWYm1R,1.50,drDrrQ,UY,9
89,682,682,19,EpkF2XJ,Gm,60,CgAyb,2020-07-18 08:56:16,2020-07-18 08:56:16,D,fw5H,lHXOH,R,XaYv0,Ilh,rLwKyU3Um4,sWYm1R,1.50,drDrrQ,UY,9
90,682,682,19,EpkF2XJ,Gm,60,CgAyb,2020-07-18 08:56:16,2020-07-18 08:56:16,D,EpkF2XJ,lHXOH,R,XaYv0,Ilh,rLwKyU3Um4,sWYm1R,1.50,drDrrQ,UY,9
91,682,682,19,EpkF2XJ,Gm,60,CgAyb,2020-07-18 08:56:16,2020-07-18 08:56:16,D,EpkF2XJ,lHXOH,R,XaYv0,EpkF2XJ,rLwKyU3Um4,sWYm1R,1.50,drDrrQ,UY,9
92,682,682,19,EpkF2XJ,Gm,9,CgAyb,2020-07-18 08:56:16,2020-07-18 08:56:16,D,EpkF2XJ,lHXOH,R,XaYv0,EpkF2XJ,rLwKyU3Um4,sWYm1R,1.50,drDrrQ,UY,9
93,682,682,19,EpkF2XJ,Gm,9,CgAyb,2020-07-18 08:56:16,2020-07-18 08:56:16,D,EpkF2XJ,lHXOH,EpkF2XJ,XaYv0,EpkF2XJ,rLwKyU3Um4,sWYm1R,1.50,drDrrQ,UY,9
94,6101,838,78,wnC4VAQE,K7,80,vedSo,2023-06-05 01:04:25,2023-04-01 17:11:51,Nb1aYSimo,c,1DO,HHHT,rtGmv0kv,IW,U,uVuj,2.00,C88rmxDqy1EOIUhUh7HUSJyF,VnX,7
95,6101,838,78,U,K7,80,vedSo,2023-06-05 01:04:25,2023-04-01 17:11:51,Nb1aYSimo,c,1DO,HHHT,rtGmv0kv,IW,U,uVuj,2.00,C88rmxDqy1EOIUhUh7HUSJyF,VnX,7
96,6101,838,78,U,K7,80,uVuj,2023-06-05 01:04:25,2023-04-01 17:11:51,Nb1aYSimo,c,1DO,HHHT,rtGmv0kv,IW,U,uVuj,2.00,C88rmxDqy1EOIUhUh7HUSJyF,VnX,7
97,6101,838,78,U,K7,78,uVuj,2023-06-05 01:04:25,2023-04-01 17:11:51,Nb1aYSimo,c,1DO,HHHT,rtGmv0kv,IW,U,uVuj,2.00,C88rmxDqy1EOIUhUh7HUSJyF,VnX,7
98,6101,838,78,U,K7,78,uVuj,2023-06-05 01:04:25,2023-06-05 01:04:25,Nb1aYSimo,c,1DO,HHHT,rtGmv0kv,IW,U,uVuj,2.00,C88rmxDqy1EOIUhUh7HUSJyF,VnX,7
99,6101,838,78,U,U,78,uVuj,2023-06-05 01:04:25,2023-06-05 01:04:25,Nb1aYSimo,c,1DO,HHHT,rtGmv0kv,IW,U,uVuj,2.00,C88rmxDqy1EOIUhUh7HUSJyF,VnX,7
100,6101,838,7,U,U,78,uVuj,2023-06-05 01:04:25,2023-06-05 01:04:25,Nb1aYSimo,c,1DO,HHHT,rtGmv0kv,IW,U,uVuj,2.00,C88rmxDqy1EOIUhUh7HUSJyF,VnX,7
101,9570,562,45,i3u7p8tyvr,A75gKcSF,37,a,2024-01-26 13:40:32,2020-04-02 05:01:02,V,M4qTL4r,q,BL,iDpbVY5j2,SNMATScb8q2W8hLkzBi3spsZ,PN2WPNHFEmBW,9wTMD6pWXdku1,10000.00,7oERMhAq0hRUFJIL,YnGW2buNm,4
102,9570,562,45,i3u7p8tyvr,A75gKcSF,37,a,2024-01-26 13:40:32,2024-01-26 13:40:32,V,M4qTL4r,q,BL,iDpbVY5j2,SNMATScb8q2W8hLkzBi3spsZ,PN2WPNHFEmBW,9wTMD6pWXdku1,10000.00,7oERMhAq0hRUFJIL,YnGW2buNm,4
103,1,1,1,0,0,1,0,2020-01-01 00:00:00,2020-01-01 00:00:00,0,0,0,0,0,0,0,0,0.01,0,0,1
104,1,1,1,0,0,1,0,2020-01-01 00:00:00,2020-01-01 00:00:00,0,0,0,0,0,0,0,0,2.00,0,0,1
105,4950,832,2,35fjR47,6NxN,37,cdIf2,2024-05-22 12:43:32,2020-03-06 06:22:26,dmiT,N4yh9lzDTxemFo5w,FiJIB,cO,VsUDTP0hfUEY3hM,1s2XhEqj0y45Ec5L73Db,6kr1tazQ,c3I,2.00,g5FlRHU,8,4
106,1,1,1,0,0,1,0,2020-01-01 00:00:00,2020-01-01 00:00:00,0,0,0,0,0,0,0,0,10000.00,0,0,1
107,3761,475,20,8,uEEcQG6QoMIgt,14,1fyF,2021-05-22 17:56:25,2024-01-12 15:32:06,bepfX,f,DGtN,18,tA,q2ce,B9Vb4,o,10000.00,v,NTx,5
108,1,1,1,0,0,1,0,2020-01-01 00:00:00,2020-01-01 00:00:00,0,0,0,0,0,0,0,0,9999.00,0,0,1
109,5826,493,70,Mvlz464NIqJn,luUHWvDDGMNiyCFTS5,41,Gqw4,2021-02-25 16:06:06,2023-06-07 22:16:14,BfzXgFmTn,UzQGjLuM,WC5,VAyk,5LTFa7ycybFroUMtqSVAvW8J39Ya,MruhRZoQ8RVPg,b,OQVna1UrGs,9999.00,ylTd,5LHCkgXuzKz,8
110,1,1,1,0,0,1,0,2020-01-01 00:00:00,2020-01-01 00:00:00,0,0,0,0,0,0,0,0,9999.00,0,0,1
111,1728,662,24,sX,mGOOgGE3N,69,bPsN47YI2,2023-09-23 20:03:29,2023-08-17 22:25:39,g,1,Tp,Q,G,s,lt,7v,9999.00,Zo6e399p6dMc0rW,3KWnYyZmgL,5
